wifi_ap,cnx_time,client_id
8,2017-01-01 06:18:38,31
7,2017-01-03 02:16:41,5
3,2017-01-03 17:08:16,6
8,2017-01-04 12:21:58,80
2,2017-01-02 23:23:46,86
8,2017-01-03 05:30:25,87
7,2017-01-04 21:08:42,68
6,2017-01-04 03:03:21,35
9,2017-01-01 22:51:55,77
5,2017-01-04 21:52:28,6
4,2017-01-05 16:51:11,75
9,2017-01-02 20:00:49,98
6,2017-01-06 16:52:05,72
7,2017-01-04 20:48:17,35
10,2017-01-05 07:36:44,33
8,2017-01-07 14:08:40,22
4,2017-01-04 01:12:02,8
6,2017-01-07 22:12:20,46
9,2017-01-04 19:00:24,14
9,2017-01-01 22:48:31,25
2,2017-01-06 11:36:17,94
7,2017-01-05 21:55:19,13
4,2017-01-07 01:19:49,64
7,2017-01-07 22:46:31,27
1,2017-01-06 15:44:59,60
1,2017-01-01 12:21:10,68
5,2017-01-03 11:16:03,56
3,2017-01-04 02:25:26,56
5,2017-01-04 21:40:38,75
2,2017-01-01 19:55:55,23
5,2017-01-04 14:34:58,20
5,2017-01-06 03:37:27,66
1,2017-01-04 18:54:25,76
4,2017-01-02 05:05:51,72
3,2017-01-05 20:02:22,57
6,2017-01-02 16:02:32,31
7,2017-01-07 02:42:33,99
8,2017-01-05 15:59:03,4
2,2017-01-05 17:13:34,5
4,2017-01-07 13:24:58,15
7,2017-01-04 16:15:56,44
2,2017-01-06 03:06:38,19
5,2017-01-06 17:01:37,13
6,2017-01-05 07:32:42,7
10,2017-01-03 01:51:25,65
9,2017-01-01 12:15:44,30
1,2017-01-04 13:33:27,89
3,2017-01-06 20:36:31,44
7,2017-01-04 00:47:49,26
7,2017-01-03 22:35:42,50
7,2017-01-06 04:39:31,80
2,2017-01-06 06:38:37,44
1,2017-01-04 12:51:07,12
10,2017-01-03 08:00:38,66
8,2017-01-05 18:37:29,71
7,2017-01-02 02:09:54,20
4,2017-01-03 18:59:12,49
4,2017-01-06 19:46:59,16
6,2017-01-02 23:44:46,18
3,2017-01-03 15:08:49,51
3,2017-01-05 02:19:14,21
1,2017-01-07 13:13:22,44
2,2017-01-07 02:55:00,34
10,2017-01-04 15:16:47,92
7,2017-01-03 16:23:35,57
1,2017-01-06 05:24:05,58
6,2017-01-03 23:58:37,27
3,2017-01-03 16:57:11,28
7,2017-01-02 08:31:05,82
2,2017-01-05 01:26:00,22
1,2017-01-02 12:25:25,20
9,2017-01-02 08:33:17,12
9,2017-01-02 15:10:52,71
5,2017-01-05 07:50:22,56
6,2017-01-06 22:51:07,31
8,2017-01-06 14:24:25,88
5,2017-01-04 07:42:09,65
2,2017-01-06 09:50:50,94
8,2017-01-06 20:39:47,69
9,2017-01-03 08:57:18,84
7,2017-01-02 09:40:39,20
7,2017-01-01 23:25:28,96
2,2017-01-03 09:35:41,30
5,2017-01-06 04:56:27,6
9,2017-01-07 10:58:47,28
1,2017-01-05 19:02:48,41
9,2017-01-06 21:15:45,28
7,2017-01-01 00:47:44,73
9,2017-01-05 21:47:19,24
6,2017-01-02 06:59:24,81
3,2017-01-06 06:46:12,35
2,2017-01-06 01:34:23,69
9,2017-01-07 01:47:42,58
5,2017-01-07 21:13:50,40
9,2017-01-04 21:36:09,31
7,2017-01-01 04:21:47,60
4,2017-01-07 01:41:20,14
6,2017-01-07 14:12:40,32
8,2017-01-05 05:23:44,26
8,2017-01-05 20:10:54,52
9,2017-01-02 23:11:36,7
2,2017-01-05 10:35:46,42
7,2017-01-02 15:44:22,84
9,2017-01-04 20:39:26,45
5,2017-01-07 21:57:17,29
8,2017-01-07 16:45:39,47
4,2017-01-07 17:09:14,59
1,2017-01-04 05:52:06,44
7,2017-01-04 22:39:35,62
1,2017-01-05 00:38:33,77
3,2017-01-01 02:33:34,83
2,2017-01-03 18:30:00,82
9,2017-01-02 23:02:29,97
4,2017-01-02 03:12:31,67
3,2017-01-04 09:46:02,78
2,2017-01-07 17:30:09,10
9,2017-01-04 23:24:42,11
8,2017-01-01 19:33:03,23
5,2017-01-06 17:12:39,8
5,2017-01-02 08:23:51,49
1,2017-01-02 12:44:01,47
8,2017-01-07 08:57:25,34
9,2017-01-07 22:30:22,68
4,2017-01-02 09:38:49,22
9,2017-01-07 07:32:19,9
4,2017-01-07 21:25:56,71
7,2017-01-03 15:45:27,89
1,2017-01-02 03:23:03,63
5,2017-01-01 11:07:15,59
4,2017-01-03 22:30:42,52
4,2017-01-01 17:32:37,45
4,2017-01-02 07:04:55,46
7,2017-01-05 04:54:13,74
10,2017-01-01 22:57:31,100
9,2017-01-05 14:27:34,87
2,2017-01-05 07:20:35,6
3,2017-01-05 18:25:32,86
3,2017-01-02 18:13:19,71
4,2017-01-07 20:53:45,36
3,2017-01-06 08:10:10,64
5,2017-01-02 02:47:38,82
4,2017-01-06 09:14:29,42
1,2017-01-06 19:48:48,71
10,2017-01-01 10:58:09,91
7,2017-01-01 06:24:59,68
4,2017-01-06 04:55:47,15
9,2017-01-05 09:30:02,54
7,2017-01-06 01:21:42,97
2,2017-01-04 08:19:00,68
5,2017-01-03 01:16:28,84
2,2017-01-06 10:43:57,4
3,2017-01-06 14:19:31,26
3,2017-01-01 01:23:10,80
8,2017-01-06 18:53:33,53
7,2017-01-01 06:30:34,64
9,2017-01-05 10:14:13,47
2,2017-01-07 16:33:51,19
3,2017-01-03 17:44:06,25
6,2017-01-02 21:10:05,59
4,2017-01-04 12:32:12,31
9,2017-01-06 20:01:22,27
3,2017-01-07 18:43:38,54
4,2017-01-01 10:09:27,65
6,2017-01-01 18:33:04,78
10,2017-01-04 04:45:25,78
8,2017-01-04 00:07:24,7
3,2017-01-02 01:03:24,84
7,2017-01-01 22:36:49,33
9,2017-01-07 15:50:21,31
10,2017-01-07 06:14:17,17
5,2017-01-05 11:29:33,81
6,2017-01-06 00:40:56,52
7,2017-01-04 06:31:45,34
10,2017-01-03 01:36:07,62
4,2017-01-02 12:17:32,61
6,2017-01-01 20:29:23,99
2,2017-01-03 04:52:35,56
3,2017-01-06 03:02:58,37
8,2017-01-02 03:07:49,98
8,2017-01-06 16:12:36,12
3,2017-01-01 03:54:37,54
10,2017-01-02 23:07:28,34
5,2017-01-04 15:01:58,34
1,2017-01-07 22:44:08,14
10,2017-01-05 16:26:49,9
10,2017-01-04 15:18:25,4
2,2017-01-04 07:14:10,83
6,2017-01-02 17:45:47,26
9,2017-01-05 19:20:40,17
10,2017-01-01 09:55:13,47
10,2017-01-05 21:03:00,11
9,2017-01-05 23:25:27,24
4,2017-01-03 16:25:56,14
6,2017-01-01 20:59:26,77
6,2017-01-02 07:19:02,76
9,2017-01-05 08:36:24,44
5,2017-01-05 23:33:49,93
9,2017-01-01 08:21:46,10
1,2017-01-04 01:01:45,80
3,2017-01-07 10:18:15,2
3,2017-01-03 13:51:21,76
10,2017-01-04 14:04:26,25
10,2017-01-05 22:12:14,45
8,2017-01-05 05:39:48,33
1,2017-01-02 05:36:11,24
7,2017-01-01 20:42:14,54
6,2017-01-05 01:01:45,70
10,2017-01-05 03:48:57,84
2,2017-01-02 18:15:41,79
2,2017-01-01 01:24:29,3
8,2017-01-03 18:01:11,8
4,2017-01-05 04:23:58,19
6,2017-01-05 15:38:45,77
2,2017-01-02 17:58:44,52
6,2017-01-04 08:34:16,13
8,2017-01-01 14:14:35,83
2,2017-01-03 20:45:23,84
5,2017-01-01 23:14:56,97
8,2017-01-05 19:54:24,46
10,2017-01-05 14:59:58,17
7,2017-01-06 16:17:40,43
8,2017-01-03 04:25:05,37
10,2017-01-01 02:19:53,80
8,2017-01-03 00:39:14,19
1,2017-01-02 22:14:24,56
3,2017-01-02 16:15:06,93
10,2017-01-05 02:30:23,75
3,2017-01-04 02:51:09,96
7,2017-01-01 04:55:43,43
2,2017-01-03 03:30:50,47
5,2017-01-07 04:25:55,84
4,2017-01-03 01:49:09,21
5,2017-01-05 08:51:57,53
10,2017-01-01 17:54:07,50
6,2017-01-01 23:47:46,80
9,2017-01-04 17:23:28,42
6,2017-01-05 07:16:04,37
9,2017-01-02 23:08:01,45
5,2017-01-01 18:28:17,63
6,2017-01-02 12:58:07,96
4,2017-01-04 12:41:29,66
3,2017-01-06 16:04:06,58
8,2017-01-05 09:25:26,11
6,2017-01-02 09:18:34,42
7,2017-01-01 08:51:41,34
8,2017-01-07 05:31:41,21
7,2017-01-05 14:25:42,100
8,2017-01-06 10:02:13,65
9,2017-01-06 05:17:47,15
2,2017-01-04 02:57:57,27
1,2017-01-01 11:59:37,52
7,2017-01-04 03:46:41,51
6,2017-01-03 23:46:34,2
4,2017-01-05 00:50:12,84
4,2017-01-03 18:52:39,60
2,2017-01-06 17:59:06,48
6,2017-01-05 07:06:24,97
7,2017-01-07 23:42:06,30
7,2017-01-04 01:20:39,39
8,2017-01-05 21:59:43,1
2,2017-01-06 06:22:47,24
2,2017-01-06 22:23:23,10
1,2017-01-04 10:30:58,98
8,2017-01-04 02:33:33,76
8,2017-01-06 07:59:12,4
2,2017-01-06 23:35:07,98
9,2017-01-06 20:16:41,82
10,2017-01-03 05:54:10,58
3,2017-01-07 15:00:39,15
9,2017-01-05 05:01:08,54
1,2017-01-05 11:21:24,15
5,2017-01-01 05:50:19,68
9,2017-01-07 00:03:27,18
8,2017-01-01 14:50:03,49
2,2017-01-04 04:36:00,10
9,2017-01-01 01:03:41,60
4,2017-01-01 08:50:49,83
3,2017-01-03 17:55:48,64
3,2017-01-03 14:21:14,73
7,2017-01-02 02:31:18,30
7,2017-01-07 05:16:23,48
9,2017-01-05 12:05:45,35
5,2017-01-06 23:03:45,2
6,2017-01-05 16:11:12,27
8,2017-01-03 18:45:04,69
10,2017-01-06 09:26:48,50
10,2017-01-06 09:03:42,36
10,2017-01-05 06:18:46,45
6,2017-01-01 16:02:28,51
8,2017-01-05 00:07:46,69
10,2017-01-03 04:18:28,17
9,2017-01-06 04:23:12,99
7,2017-01-06 22:43:54,15
9,2017-01-04 02:13:42,5
7,2017-01-03 17:53:21,83
2,2017-01-06 02:18:43,17
9,2017-01-07 15:11:51,65
2,2017-01-07 04:29:02,40
10,2017-01-07 16:18:13,25
10,2017-01-03 07:35:40,26
2,2017-01-07 15:01:41,37
3,2017-01-06 19:58:08,22
9,2017-01-07 01:49:38,84
1,2017-01-05 00:38:36,20
9,2017-01-06 19:36:24,8
4,2017-01-04 12:11:56,54
1,2017-01-02 00:38:00,67
5,2017-01-03 19:47:39,32
6,2017-01-05 13:35:08,57
8,2017-01-07 18:24:35,82
7,2017-01-04 17:04:07,19
9,2017-01-06 22:54:36,36
4,2017-01-01 15:00:30,22
7,2017-01-06 11:22:12,75
4,2017-01-06 12:47:39,65
1,2017-01-02 19:12:10,83
8,2017-01-02 08:49:06,69
9,2017-01-01 22:03:48,64
5,2017-01-06 14:48:11,42
1,2017-01-01 08:56:49,9
1,2017-01-02 21:18:06,16
1,2017-01-05 15:45:03,27
5,2017-01-02 01:12:31,94
6,2017-01-02 02:15:06,38
1,2017-01-07 18:14:00,18
9,2017-01-01 08:52:38,50
9,2017-01-02 18:44:48,99
7,2017-01-01 04:50:45,92
9,2017-01-02 01:36:43,17
8,2017-01-07 07:40:32,50
5,2017-01-04 10:34:00,29
1,2017-01-07 15:32:53,21
4,2017-01-02 16:56:12,80
9,2017-01-01 11:37:29,64
5,2017-01-03 05:16:10,94
2,2017-01-04 08:12:37,13
5,2017-01-07 08:31:32,21
6,2017-01-02 04:41:22,29
1,2017-01-06 03:03:54,2
3,2017-01-07 03:57:13,99
10,2017-01-02 02:05:57,52
4,2017-01-04 23:07:00,99
3,2017-01-01 05:17:34,45
10,2017-01-05 18:26:13,12
7,2017-01-07 23:10:25,28
6,2017-01-05 16:33:02,70
2,2017-01-04 11:00:17,42
3,2017-01-03 08:02:52,20
10,2017-01-07 02:40:02,14
4,2017-01-07 17:51:31,51
5,2017-01-05 12:20:38,45
2,2017-01-01 02:30:12,99
5,2017-01-02 06:51:32,69
7,2017-01-03 04:21:13,58
1,2017-01-03 07:05:44,92
2,2017-01-06 17:56:13,94
10,2017-01-01 08:33:40,65
1,2017-01-04 08:27:45,95
4,2017-01-03 12:47:59,17
4,2017-01-04 11:11:29,82
1,2017-01-01 08:24:31,62
4,2017-01-04 18:55:09,93
3,2017-01-01 09:09:56,1
7,2017-01-05 05:31:51,32
2,2017-01-02 20:19:24,1
8,2017-01-06 10:57:08,99
3,2017-01-02 03:16:23,7
9,2017-01-07 05:07:05,53
1,2017-01-06 21:17:32,100
3,2017-01-04 17:57:00,90
5,2017-01-05 07:57:50,61
8,2017-01-01 08:18:23,10
9,2017-01-01 16:58:58,71
10,2017-01-04 20:14:38,52
10,2017-01-02 21:19:31,71
6,2017-01-04 09:55:55,15
8,2017-01-06 14:57:52,96
5,2017-01-06 10:41:11,18
10,2017-01-01 22:54:52,50
7,2017-01-05 04:35:23,20
5,2017-01-05 05:09:53,5
9,2017-01-04 06:02:42,25
10,2017-01-03 01:19:16,71
8,2017-01-01 00:56:41,52
2,2017-01-01 02:29:01,93
7,2017-01-07 00:53:34,6
4,2017-01-05 13:33:13,78
9,2017-01-07 08:47:50,20
6,2017-01-04 14:34:56,9
3,2017-01-03 18:40:11,95
9,2017-01-03 23:27:21,66
3,2017-01-02 05:56:39,90
4,2017-01-01 01:27:47,46
3,2017-01-07 06:14:38,18
9,2017-01-07 10:00:04,17
2,2017-01-06 20:50:32,72
1,2017-01-04 13:44:54,38
1,2017-01-05 16:33:20,24
3,2017-01-02 23:33:42,46
6,2017-01-03 14:44:35,7
10,2017-01-01 14:08:20,40
3,2017-01-04 10:30:41,26
1,2017-01-02 23:23:53,93
5,2017-01-06 15:14:14,23
8,2017-01-04 07:42:08,66
4,2017-01-05 20:36:03,45
9,2017-01-04 01:16:54,56
3,2017-01-04 12:00:51,58
8,2017-01-05 04:47:47,31
8,2017-01-04 10:58:37,80
5,2017-01-03 09:07:06,64
10,2017-01-07 22:43:44,24
5,2017-01-07 09:50:21,64
1,2017-01-07 08:57:56,48
6,2017-01-03 19:18:06,45
7,2017-01-01 13:09:31,83
5,2017-01-03 08:06:04,25
10,2017-01-01 04:03:21,73
1,2017-01-01 04:07:57,54
10,2017-01-03 11:16:10,51
6,2017-01-01 08:26:07,88
1,2017-01-03 03:08:03,1
6,2017-01-01 03:46:30,44
9,2017-01-04 10:53:42,40
9,2017-01-07 03:45:31,86
3,2017-01-02 19:37:39,83
8,2017-01-05 17:17:50,93
3,2017-01-02 11:29:44,24
3,2017-01-05 01:28:00,21
1,2017-01-03 20:27:46,9
1,2017-01-05 10:33:13,69
3,2017-01-02 11:00:08,23
3,2017-01-03 20:05:03,71
1,2017-01-04 06:27:50,82
7,2017-01-05 00:59:15,10
5,2017-01-07 23:12:13,25
9,2017-01-07 08:30:46,4
9,2017-01-07 22:08:41,60
4,2017-01-01 17:53:03,69
2,2017-01-05 19:47:03,14
1,2017-01-03 07:59:13,81
3,2017-01-05 19:34:44,97
10,2017-01-07 19:20:06,9
4,2017-01-03 21:54:51,4
8,2017-01-06 02:26:06,40
2,2017-01-03 13:27:14,65
1,2017-01-05 08:32:40,66
1,2017-01-06 11:30:56,59
4,2017-01-02 16:59:37,9
4,2017-01-03 16:46:10,34
6,2017-01-05 11:18:23,53
1,2017-01-07 00:22:40,96
2,2017-01-02 00:49:23,75
7,2017-01-04 18:57:05,50
9,2017-01-01 19:26:07,67
9,2017-01-02 01:19:31,48
10,2017-01-04 14:18:20,34
7,2017-01-05 18:05:44,37
5,2017-01-03 03:01:02,22
7,2017-01-03 06:39:20,10
5,2017-01-02 03:21:10,69
3,2017-01-06 06:06:48,48
5,2017-01-04 15:28:22,50
9,2017-01-03 13:02:27,54
10,2017-01-04 07:52:18,79
2,2017-01-07 08:17:16,10
4,2017-01-07 05:33:32,86
2,2017-01-07 04:24:41,91
4,2017-01-05 15:12:36,57
7,2017-01-03 16:06:42,12
3,2017-01-04 13:29:49,19
1,2017-01-04 04:31:25,76
9,2017-01-06 06:02:52,95
10,2017-01-06 18:43:36,37
9,2017-01-03 00:05:40,62
9,2017-01-03 16:43:40,75
8,2017-01-04 04:44:44,96
8,2017-01-07 11:35:09,72
5,2017-01-07 07:20:22,93
9,2017-01-03 21:46:07,51
4,2017-01-06 12:29:35,9
8,2017-01-03 09:07:56,46
7,2017-01-07 12:29:20,84
7,2017-01-03 01:32:03,39
4,2017-01-07 18:28:32,87
5,2017-01-07 06:50:22,23
7,2017-01-01 08:22:23,32
9,2017-01-06 12:37:32,70
9,2017-01-01 07:19:17,64
8,2017-01-04 17:08:22,92
5,2017-01-05 00:44:58,60
9,2017-01-04 06:03:37,6
4,2017-01-02 16:24:17,98
6,2017-01-06 21:56:05,79
7,2017-01-02 10:02:22,31
3,2017-01-03 03:47:30,7
8,2017-01-05 20:24:37,96
5,2017-01-03 20:06:14,46
7,2017-01-01 07:28:55,80
7,2017-01-05 20:26:48,95
8,2017-01-01 18:10:10,92
6,2017-01-04 16:59:42,14
5,2017-01-02 01:47:29,90
10,2017-01-05 03:10:21,12
4,2017-01-02 20:38:02,69
1,2017-01-03 09:10:36,22
9,2017-01-06 03:57:11,98
8,2017-01-07 17:16:59,6
8,2017-01-06 11:42:15,26
7,2017-01-07 12:45:25,58
9,2017-01-02 19:12:28,8
8,2017-01-02 07:01:49,2
4,2017-01-05 18:11:20,68
8,2017-01-07 21:56:08,41
6,2017-01-01 10:23:05,51
3,2017-01-04 21:23:36,96
5,2017-01-01 19:41:02,72
3,2017-01-01 13:28:05,51
4,2017-01-03 16:25:30,94
5,2017-01-01 08:08:13,53
6,2017-01-03 22:06:18,16
5,2017-01-02 01:28:21,54
4,2017-01-05 08:18:41,34
2,2017-01-02 04:22:29,45
8,2017-01-03 21:09:43,75
8,2017-01-01 16:55:23,73
4,2017-01-05 05:16:30,46
9,2017-01-05 20:25:55,32
1,2017-01-05 20:38:07,86
4,2017-01-07 01:55:37,85
5,2017-01-07 03:57:10,74
4,2017-01-07 08:21:03,37
3,2017-01-02 12:36:58,73
7,2017-01-04 22:17:55,13
9,2017-01-04 20:33:48,42
10,2017-01-07 15:09:47,5
8,2017-01-01 05:13:39,90
7,2017-01-02 14:37:00,1
4,2017-01-01 22:10:44,99
6,2017-01-06 16:47:31,58
7,2017-01-01 18:39:03,76
6,2017-01-05 06:47:27,82
4,2017-01-05 08:20:57,21
4,2017-01-06 10:50:14,87
7,2017-01-03 16:09:03,80
4,2017-01-02 20:56:47,48
1,2017-01-05 08:27:49,21
5,2017-01-04 19:48:39,94
4,2017-01-04 02:06:37,35
5,2017-01-07 11:37:36,5
9,2017-01-07 19:00:59,89
10,2017-01-07 03:55:11,62
3,2017-01-04 06:21:04,56
2,2017-01-03 04:45:27,29
5,2017-01-03 16:25:57,1
3,2017-01-03 20:39:53,49
7,2017-01-07 22:12:16,97
1,2017-01-02 11:24:02,4
5,2017-01-01 19:08:15,42
10,2017-01-01 00:14:09,86
2,2017-01-02 04:32:18,86
5,2017-01-06 11:18:52,40
3,2017-01-01 06:30:00,24
2,2017-01-01 02:43:32,11
1,2017-01-01 00:23:08,82
3,2017-01-01 09:09:56,3
5,2017-01-03 03:50:34,68
8,2017-01-03 14:18:24,84
6,2017-01-07 20:03:40,25
9,2017-01-05 00:48:21,81
7,2017-01-07 20:07:29,52
2,2017-01-02 16:46:15,91
9,2017-01-01 19:51:34,1
6,2017-01-06 15:46:01,34
1,2017-01-02 05:15:43,80
7,2017-01-06 11:53:51,63
7,2017-01-07 22:49:58,10
4,2017-01-03 12:05:07,82
8,2017-01-03 10:15:12,7
1,2017-01-06 15:49:46,53
4,2017-01-07 04:33:25,4
2,2017-01-03 15:02:55,22
1,2017-01-07 12:59:03,95
10,2017-01-04 02:32:06,50
5,2017-01-03 00:40:19,42
2,2017-01-02 16:40:48,100
2,2017-01-05 04:36:52,89
5,2017-01-02 01:08:31,100
4,2017-01-05 23:29:53,81
8,2017-01-01 05:49:20,6
5,2017-01-01 09:00:09,94
2,2017-01-03 20:34:47,42
9,2017-01-07 13:17:50,7
4,2017-01-07 12:29:29,47
4,2017-01-04 08:54:56,28
10,2017-01-06 19:43:52,71
9,2017-01-04 00:04:50,40
3,2017-01-07 23:43:19,43
9,2017-01-07 19:23:20,90
6,2017-01-03 05:30:04,55
7,2017-01-05 23:14:41,87
3,2017-01-05 18:38:28,65
7,2017-01-02 09:51:08,97
10,2017-01-02 02:31:48,97
6,2017-01-01 15:04:48,8
8,2017-01-01 16:24:51,76
5,2017-01-03 23:36:28,58
9,2017-01-06 17:30:55,72
1,2017-01-03 09:08:21,26
8,2017-01-06 17:27:32,8
2,2017-01-03 01:23:34,75
4,2017-01-01 12:58:52,65
1,2017-01-06 13:51:42,74
1,2017-01-05 17:43:25,4
7,2017-01-04 10:58:15,3
8,2017-01-02 08:06:41,100
10,2017-01-01 19:53:58,10
6,2017-01-01 03:42:06,81
7,2017-01-02 00:41:53,20
4,2017-01-03 18:38:12,40
10,2017-01-01 04:12:10,84
8,2017-01-01 18:09:50,61
9,2017-01-01 11:18:53,10
8,2017-01-01 16:34:32,80
8,2017-01-06 23:59:57,36
4,2017-01-07 20:58:13,29
5,2017-01-05 18:18:49,86
9,2017-01-02 23:09:14,32
2,2017-01-05 05:57:37,27
2,2017-01-06 01:09:21,6
4,2017-01-05 17:02:47,70
10,2017-01-01 06:28:49,54
6,2017-01-03 18:52:33,16
8,2017-01-04 05:51:18,7
5,2017-01-06 10:20:01,14
1,2017-01-05 22:24:35,48
9,2017-01-02 09:30:01,3
8,2017-01-05 05:47:12,56
2,2017-01-07 12:24:45,85
7,2017-01-01 00:22:00,38
7,2017-01-04 17:32:35,85
6,2017-01-03 11:52:01,32
7,2017-01-03 19:07:06,55
4,2017-01-04 09:53:23,26
9,2017-01-02 22:40:31,2
10,2017-01-06 13:38:27,49
5,2017-01-01 21:21:07,6
5,2017-01-07 10:29:06,61
6,2017-01-02 17:34:54,53
7,2017-01-02 13:55:15,36
3,2017-01-02 06:08:22,48
5,2017-01-01 14:22:52,23
3,2017-01-05 00:27:40,33
1,2017-01-02 04:23:11,41
9,2017-01-05 06:49:51,34
7,2017-01-05 11:29:31,3
10,2017-01-05 16:17:11,65
1,2017-01-05 10:16:50,92
6,2017-01-05 17:12:05,23
2,2017-01-05 14:31:29,62
1,2017-01-01 22:22:34,22
6,2017-01-04 08:09:01,54
10,2017-01-05 17:48:27,23
3,2017-01-02 16:46:51,83
10,2017-01-06 18:18:46,39
9,2017-01-05 00:58:54,60
8,2017-01-02 15:06:06,19
10,2017-01-06 07:08:53,19
7,2017-01-04 03:54:48,95
1,2017-01-05 03:44:30,4
1,2017-01-02 23:14:35,42
3,2017-01-05 20:42:57,81
9,2017-01-02 16:14:07,19
9,2017-01-02 10:41:03,73
7,2017-01-03 04:54:32,12
6,2017-01-07 12:14:18,75
9,2017-01-05 23:27:59,89
2,2017-01-07 23:29:18,38
6,2017-01-06 00:30:12,76
3,2017-01-07 02:46:48,2
10,2017-01-02 06:32:44,43
10,2017-01-03 15:33:18,64
9,2017-01-06 01:15:33,74
3,2017-01-03 18:14:43,28
6,2017-01-01 17:19:38,49
5,2017-01-04 15:27:05,3
5,2017-01-07 06:40:44,61
4,2017-01-06 22:04:43,86
10,2017-01-02 06:06:04,90
1,2017-01-01 02:14:30,31
4,2017-01-04 11:02:24,47
8,2017-01-03 05:34:55,99
7,2017-01-02 12:18:26,10
4,2017-01-05 21:17:46,4
1,2017-01-01 15:07:58,96
2,2017-01-06 03:21:20,73
8,2017-01-04 07:50:10,49
2,2017-01-06 05:37:04,54
2,2017-01-07 20:44:09,23
1,2017-01-05 15:11:00,83
5,2017-01-02 23:50:38,34
5,2017-01-07 11:41:39,36
8,2017-01-02 04:05:54,60
6,2017-01-06 17:31:28,46
10,2017-01-07 14:24:03,81
2,2017-01-03 04:11:03,41
1,2017-01-05 04:39:14,8
7,2017-01-05 18:21:01,15
4,2017-01-05 14:55:45,33
1,2017-01-06 05:39:25,52
7,2017-01-03 10:33:00,33
1,2017-01-06 23:00:34,47
7,2017-01-07 17:44:28,95
4,2017-01-02 02:48:47,90
6,2017-01-03 04:15:23,20
10,2017-01-02 15:26:42,90
7,2017-01-05 19:48:52,49
1,2017-01-03 19:04:41,11
8,2017-01-01 18:05:21,23
2,2017-01-03 23:22:02,83
7,2017-01-01 02:29:19,88
8,2017-01-04 09:40:31,85
2,2017-01-02 12:43:47,92
8,2017-01-05 03:18:23,16
6,2017-01-05 07:25:49,88
6,2017-01-05 05:31:18,36
7,2017-01-06 13:08:11,2
2,2017-01-04 22:09:02,51
2,2017-01-02 12:35:39,37
5,2017-01-06 21:51:35,44
8,2017-01-06 05:20:05,79
5,2017-01-05 20:58:49,12
5,2017-01-03 05:58:37,5
5,2017-01-06 19:52:42,66
3,2017-01-07 10:54:39,49
8,2017-01-03 19:31:22,78
9,2017-01-04 07:51:39,84
4,2017-01-07 19:49:07,98
3,2017-01-04 04:12:17,45
1,2017-01-06 00:13:07,57
5,2017-01-05 01:18:49,11
8,2017-01-06 03:40:23,45
1,2017-01-06 19:41:55,20
4,2017-01-03 10:14:02,19
7,2017-01-07 04:48:40,85
4,2017-01-05 16:35:27,54
10,2017-01-07 11:37:51,51
9,2017-01-05 05:41:12,43
6,2017-01-01 22:58:26,56
9,2017-01-04 21:53:30,27
3,2017-01-07 09:23:21,20
8,2017-01-04 06:21:50,37
5,2017-01-06 02:37:25,84
2,2017-01-03 00:46:06,71
7,2017-01-06 10:29:51,28
5,2017-01-06 06:37:27,21
6,2017-01-06 15:03:03,93
10,2017-01-01 02:10:01,19
2,2017-01-06 10:29:33,13
7,2017-01-02 17:56:24,8
6,2017-01-05 12:50:45,41
1,2017-01-01 00:43:04,91
1,2017-01-07 02:54:55,8
4,2017-01-03 01:51:31,71
8,2017-01-01 13:52:06,51
3,2017-01-04 10:45:55,40
10,2017-01-06 17:51:48,91
8,2017-01-02 16:41:18,45
3,2017-01-03 19:42:12,31
7,2017-01-02 10:04:05,53
1,2017-01-07 02:36:25,23
8,2017-01-06 07:56:25,61
3,2017-01-01 17:30:41,88
8,2017-01-01 10:52:44,59
7,2017-01-04 10:13:31,40
7,2017-01-07 19:30:39,15
1,2017-01-04 23:08:51,74
3,2017-01-01 00:39:54,74
7,2017-01-07 17:31:06,59
1,2017-01-05 21:37:47,47
7,2017-01-01 18:33:17,72
2,2017-01-05 05:16:35,59
10,2017-01-03 04:24:14,81
6,2017-01-04 22:07:10,61
2,2017-01-05 00:57:08,31
10,2017-01-02 20:06:08,2
10,2017-01-03 21:59:49,93
6,2017-01-06 10:34:02,31
10,2017-01-05 18:59:22,49
2,2017-01-07 23:38:15,29
7,2017-01-04 13:27:49,89
8,2017-01-02 19:09:00,2
4,2017-01-01 23:32:27,68
1,2017-01-02 02:54:35,1
5,2017-01-07 21:24:03,96
5,2017-01-03 02:45:59,41
8,2017-01-03 01:03:17,38
6,2017-01-06 01:38:10,73
8,2017-01-07 23:09:10,63
2,2017-01-04 23:13:12,79
6,2017-01-06 07:07:13,38
5,2017-01-03 18:52:18,5
2,2017-01-07 14:00:42,38
8,2017-01-05 16:46:23,89
2,2017-01-01 22:19:22,55
10,2017-01-05 16:44:39,96
6,2017-01-02 22:03:17,54
5,2017-01-03 07:10:02,86
9,2017-01-03 19:19:51,88
3,2017-01-07 07:05:15,52
6,2017-01-03 23:32:48,14
4,2017-01-04 15:24:34,1
8,2017-01-04 19:23:39,46
6,2017-01-03 17:21:28,84
5,2017-01-05 19:09:49,93
9,2017-01-07 07:39:41,100
9,2017-01-03 13:56:01,36
6,2017-01-01 16:03:18,90
2,2017-01-01 05:30:48,47
4,2017-01-03 10:20:05,94
5,2017-01-03 05:22:12,28
6,2017-01-06 02:38:37,16
