PersonID,EventID,SpaceID,StartDateTime,EndDateTime
68,293,12,2018-02-15 16:59:21,2018-02-15 16:59:58
68,293,102,2018-02-15 16:59:58,2018-02-15 17:43:03
68,483,102,2018-02-15 17:43:03,2018-02-15 17:43:37
68,483,12,2018-02-15 17:43:37,2018-02-15 17:44:16
68,483,11,2018-02-15 17:44:16,2018-02-15 17:44:31
68,483,191,2018-02-15 17:44:31,2018-02-15 18:17:39
68,-1,191,2018-02-15 18:17:39,2018-02-15 18:17:55
68,-1,11,2018-02-15 18:17:55,2018-02-15 18:18:33
68,-1,10,2018-02-15 18:18:33,2018-02-15 18:18:54
68,-1,0,2018-02-15 18:18:54,2018-02-15 23:59:59
67,-1,0,2018-02-15 00:00:00,2018-02-15 11:37:00
67,122,0,2018-02-15 11:37:00,2018-02-15 11:37:20
67,122,10,2018-02-15 11:37:20,2018-02-15 11:38:03
67,122,11,2018-02-15 11:38:03,2018-02-15 11:38:26
67,122,12,2018-02-15 11:38:26,2018-02-15 11:38:50
67,122,102,2018-02-15 11:38:50,2018-02-15 12:06:39
67,322,102,2018-02-15 12:06:39,2018-02-15 12:07:04
67,322,12,2018-02-15 12:07:04,2018-02-15 12:07:29
67,322,11,2018-02-15 12:07:29,2018-02-15 12:08:29
67,322,10,2018-02-15 12:08:29,2018-02-15 12:08:42
67,322,0,2018-02-15 12:08:42,2018-02-15 12:08:54
67,322,1,2018-02-15 12:08:54,2018-02-15 12:09:57
67,322,2,2018-02-15 12:09:57,2018-02-15 12:10:11
67,322,14,2018-02-15 12:10:11,2018-02-15 12:10:31
67,322,153,2018-02-15 12:10:31,2018-02-15 12:11:13
67,322,154,2018-02-15 12:11:13,2018-02-15 14:33:10
67,327,154,2018-02-15 14:33:10,2018-02-15 14:33:54
67,327,153,2018-02-15 14:33:54,2018-02-15 16:38:55
67,51,153,2018-02-15 16:38:55,2018-02-15 16:39:15
67,51,14,2018-02-15 16:39:15,2018-02-15 16:39:28
67,51,2,2018-02-15 16:39:28,2018-02-15 16:40:08
67,51,1,2018-02-15 16:40:08,2018-02-15 16:40:21
67,51,0,2018-02-15 16:40:21,2018-02-15 16:40:41
67,51,10,2018-02-15 16:40:41,2018-02-15 16:40:57
67,51,151,2018-02-15 16:40:57,2018-02-15 16:41:32
67,51,152,2018-02-15 16:41:32,2018-02-15 16:42:05
67,51,13,2018-02-15 16:42:05,2018-02-15 16:42:29
67,51,101,2018-02-15 16:42:29,2018-02-15 17:19:20
67,12,101,2018-02-15 17:19:20,2018-02-15 17:19:44
67,12,13,2018-02-15 17:19:44,2018-02-15 17:20:19
67,12,12,2018-02-15 17:20:19,2018-02-15 17:20:42
67,12,11,2018-02-15 17:20:42,2018-02-15 17:20:57
67,12,191,2018-02-15 17:20:57,2018-02-15 18:04:29
67,-1,191,2018-02-15 18:04:29,2018-02-15 18:04:45
67,-1,11,2018-02-15 18:04:45,2018-02-15 18:05:23
67,-1,10,2018-02-15 18:05:23,2018-02-15 18:05:44
67,-1,0,2018-02-15 18:05:44,2018-02-15 23:59:59
135,-1,0,2018-02-15 00:00:00,2018-02-15 13:25:43
135,291,0,2018-02-15 13:25:43,2018-02-15 13:26:05
135,291,10,2018-02-15 13:26:05,2018-02-15 13:26:20
135,291,151,2018-02-15 13:26:20,2018-02-15 14:41:14
135,302,151,2018-02-15 14:41:14,2018-02-15 14:42:04
135,302,152,2018-02-15 14:42:04,2018-02-15 15:54:18
135,315,152,2018-02-15 15:54:18,2018-02-15 16:58:36
135,184,152,2018-02-15 16:58:36,2018-02-15 16:59:20
135,184,151,2018-02-15 16:59:20,2018-02-15 16:59:34
135,184,10,2018-02-15 16:59:34,2018-02-15 16:59:50
135,184,0,2018-02-15 16:59:50,2018-02-15 16:59:57
135,184,1,2018-02-15 16:59:57,2018-02-15 17:00:45
135,184,2,2018-02-15 17:00:45,2018-02-15 17:01:00
135,184,14,2018-02-15 17:01:00,2018-02-15 17:01:48
135,184,15,2018-02-15 17:01:48,2018-02-15 17:02:30
135,184,123,2018-02-15 17:02:30,2018-02-15 17:35:42
135,343,123,2018-02-15 17:35:42,2018-02-15 18:24:41
135,-1,123,2018-02-15 18:24:41,2018-02-15 18:25:17
135,-1,15,2018-02-15 18:25:17,2018-02-15 18:25:52
135,-1,14,2018-02-15 18:25:52,2018-02-15 18:26:04
135,-1,2,2018-02-15 18:26:04,2018-02-15 18:26:54
135,-1,1,2018-02-15 18:26:54,2018-02-15 18:27:05
135,-1,0,2018-02-15 18:27:05,2018-02-15 23:59:59
131,-1,0,2018-02-15 00:00:00,2018-02-15 13:27:51
131,130,0,2018-02-15 13:27:51,2018-02-15 13:28:12
131,130,10,2018-02-15 13:28:12,2018-02-15 13:28:30
131,130,105,2018-02-15 13:28:30,2018-02-15 15:53:06
131,87,105,2018-02-15 15:53:06,2018-02-15 15:53:22
131,87,10,2018-02-15 15:53:22,2018-02-15 15:53:44
131,87,0,2018-02-15 15:53:44,2018-02-15 15:53:54
131,87,1,2018-02-15 15:53:54,2018-02-15 15:54:29
131,87,2,2018-02-15 15:54:29,2018-02-15 15:54:44
131,87,14,2018-02-15 15:54:44,2018-02-15 15:55:04
131,87,153,2018-02-15 15:55:04,2018-02-15 15:55:29
131,87,154,2018-02-15 15:55:29,2018-02-15 16:41:19
131,446,154,2018-02-15 16:41:19,2018-02-15 16:41:53
131,446,17,2018-02-15 16:41:53,2018-02-15 16:42:28
131,446,16,2018-02-15 16:42:28,2018-02-15 16:42:59
131,446,15,2018-02-15 16:42:59,2018-02-15 16:43:08
131,446,124,2018-02-15 16:43:08,2018-02-15 17:32:19
131,65,124,2018-02-15 17:32:19,2018-02-15 17:32:25
131,65,15,2018-02-15 17:32:25,2018-02-15 17:33:03
131,65,14,2018-02-15 17:33:03,2018-02-15 17:33:19
131,65,2,2018-02-15 17:33:19,2018-02-15 17:34:15
131,65,1,2018-02-15 17:34:15,2018-02-15 17:34:24
131,65,0,2018-02-15 17:34:24,2018-02-15 17:34:40
131,65,10,2018-02-15 17:34:40,2018-02-15 17:34:56
131,65,105,2018-02-15 17:34:56,2018-02-15 18:01:51
131,-1,105,2018-02-15 18:01:51,2018-02-15 18:02:09
131,-1,10,2018-02-15 18:02:09,2018-02-15 18:02:33
131,-1,0,2018-02-15 18:02:33,2018-02-15 23:59:59
196,-1,0,2018-02-15 00:00:00,2018-02-15 13:21:01
196,265,0,2018-02-15 13:21:01,2018-02-15 13:21:19
196,265,10,2018-02-15 13:21:19,2018-02-15 13:21:34
196,265,151,2018-02-15 13:21:34,2018-02-15 13:22:13
196,265,152,2018-02-15 13:22:13,2018-02-15 16:10:19
196,315,152,2018-02-15 16:10:19,2018-02-15 16:43:08
196,134,152,2018-02-15 16:43:08,2018-02-15 16:43:44
196,134,151,2018-02-15 16:43:44,2018-02-15 16:43:55
196,134,10,2018-02-15 16:43:55,2018-02-15 16:44:08
196,134,105,2018-02-15 16:44:08,2018-02-15 17:28:07
196,143,105,2018-02-15 17:28:07,2018-02-15 17:28:22
196,143,10,2018-02-15 17:28:22,2018-02-15 17:28:39
196,143,0,2018-02-15 17:28:39,2018-02-15 17:28:50
196,143,1,2018-02-15 17:28:50,2018-02-15 17:29:48
196,143,2,2018-02-15 17:29:48,2018-02-15 17:30:03
196,143,14,2018-02-15 17:30:03,2018-02-15 17:30:25
196,143,153,2018-02-15 17:30:25,2018-02-15 17:30:58
196,143,154,2018-02-15 17:30:58,2018-02-15 17:31:48
196,143,17,2018-02-15 17:31:48,2018-02-15 17:32:21
196,143,122,2018-02-15 17:32:21,2018-02-15 18:13:12
196,-1,122,2018-02-15 18:13:12,2018-02-15 18:14:02
196,-1,17,2018-02-15 18:14:02,2018-02-15 18:14:55
196,-1,154,2018-02-15 18:14:55,2018-02-15 18:15:36
196,-1,153,2018-02-15 18:15:36,2018-02-15 18:15:52
196,-1,14,2018-02-15 18:15:52,2018-02-15 18:16:07
196,-1,2,2018-02-15 18:16:07,2018-02-15 18:17:06
196,-1,1,2018-02-15 18:17:06,2018-02-15 18:17:19
196,-1,0,2018-02-15 18:17:19,2018-02-15 23:59:59
138,-1,0,2018-02-15 00:00:00,2018-02-15 12:29:40
138,79,0,2018-02-15 12:29:40,2018-02-15 12:29:53
138,79,1,2018-02-15 12:29:53,2018-02-15 12:30:46
138,79,2,2018-02-15 12:30:46,2018-02-15 12:30:55
138,79,14,2018-02-15 12:30:55,2018-02-15 12:31:20
138,79,153,2018-02-15 12:31:20,2018-02-15 15:31:48
138,424,153,2018-02-15 15:31:48,2018-02-15 15:32:27
138,424,154,2018-02-15 15:32:27,2018-02-15 17:02:21
138,189,154,2018-02-15 17:02:21,2018-02-15 17:02:58
138,189,153,2018-02-15 17:02:58,2018-02-15 17:03:25
138,189,14,2018-02-15 17:03:25,2018-02-15 17:03:40
138,189,2,2018-02-15 17:03:40,2018-02-15 17:04:20
138,189,1,2018-02-15 17:04:20,2018-02-15 17:04:30
138,189,0,2018-02-15 17:04:30,2018-02-15 17:04:47
138,189,10,2018-02-15 17:04:47,2018-02-15 17:05:27
138,189,11,2018-02-15 17:05:27,2018-02-15 17:05:40
138,189,191,2018-02-15 17:05:40,2018-02-15 17:55:05
138,0,191,2018-02-15 17:55:05,2018-02-15 17:55:21
138,0,11,2018-02-15 17:55:21,2018-02-15 17:55:59
138,0,10,2018-02-15 17:55:59,2018-02-15 17:56:20
138,0,0,2018-02-15 17:56:20,2018-02-15 18:04:09
138,-1,0,2018-02-15 18:04:09,2018-02-15 23:59:59
132,-1,0,2018-02-15 00:00:00,2018-02-15 14:46:06
132,255,0,2018-02-15 14:46:06,2018-02-15 14:46:30
132,255,10,2018-02-15 14:46:30,2018-02-15 14:47:10
132,255,11,2018-02-15 14:47:10,2018-02-15 14:47:49
132,255,103,2018-02-15 14:47:49,2018-02-15 16:50:44
132,319,103,2018-02-15 16:50:44,2018-02-15 16:51:30
132,319,11,2018-02-15 16:51:30,2018-02-15 16:52:07
132,319,10,2018-02-15 16:52:07,2018-02-15 16:52:28
132,319,0,2018-02-15 16:52:28,2018-02-15 16:52:35
132,319,1,2018-02-15 16:52:35,2018-02-15 16:53:27
132,319,2,2018-02-15 16:53:27,2018-02-15 16:53:39
132,319,14,2018-02-15 16:53:39,2018-02-15 16:54:33
132,319,15,2018-02-15 16:54:33,2018-02-15 16:54:42
132,319,124,2018-02-15 16:54:42,2018-02-15 17:41:29
132,0,124,2018-02-15 17:41:29,2018-02-15 17:41:43
132,0,15,2018-02-15 17:41:43,2018-02-15 17:42:27
132,0,14,2018-02-15 17:42:27,2018-02-15 17:42:46
132,0,2,2018-02-15 17:42:46,2018-02-15 17:43:39
132,0,1,2018-02-15 17:43:39,2018-02-15 17:43:46
132,0,0,2018-02-15 17:43:46,2018-02-15 17:50:23
132,0,0,2018-02-15 17:50:23,2018-02-15 18:00:25
132,0,0,2018-02-15 18:00:25,2018-02-15 18:11:28
132,-1,0,2018-02-15 18:11:28,2018-02-15 23:59:59
32,-1,0,2018-02-15 00:00:00,2018-02-15 13:52:46
32,328,0,2018-02-15 13:52:46,2018-02-15 13:52:59
32,328,1,2018-02-15 13:52:59,2018-02-15 13:53:52
32,328,2,2018-02-15 13:53:52,2018-02-15 13:54:01
32,328,14,2018-02-15 13:54:01,2018-02-15 13:54:26
32,328,153,2018-02-15 13:54:26,2018-02-15 15:44:02
32,255,153,2018-02-15 15:44:02,2018-02-15 15:44:24
32,255,14,2018-02-15 15:44:24,2018-02-15 15:44:39
32,255,2,2018-02-15 15:44:39,2018-02-15 15:45:34
32,255,1,2018-02-15 15:45:34,2018-02-15 15:45:42
32,255,0,2018-02-15 15:45:42,2018-02-15 15:45:52
32,255,10,2018-02-15 15:45:52,2018-02-15 15:46:28
32,255,11,2018-02-15 15:46:28,2018-02-15 15:47:09
32,255,103,2018-02-15 15:47:09,2018-02-15 16:10:25
32,128,103,2018-02-15 16:10:25,2018-02-15 16:10:52
32,128,11,2018-02-15 16:10:52,2018-02-15 16:11:51
32,128,10,2018-02-15 16:11:51,2018-02-15 16:12:12
32,128,0,2018-02-15 16:12:12,2018-02-15 16:12:19
32,128,1,2018-02-15 16:12:19,2018-02-15 16:13:02
32,128,2,2018-02-15 16:13:02,2018-02-15 16:13:15
32,128,14,2018-02-15 16:13:15,2018-02-15 16:13:36
32,128,153,2018-02-15 16:13:36,2018-02-15 16:34:46
32,366,153,2018-02-15 16:34:46,2018-02-15 16:35:09
32,366,14,2018-02-15 16:35:09,2018-02-15 16:35:24
32,366,2,2018-02-15 16:35:24,2018-02-15 16:36:20
32,366,1,2018-02-15 16:36:20,2018-02-15 16:36:31
32,366,0,2018-02-15 16:36:31,2018-02-15 16:36:51
32,366,10,2018-02-15 16:36:51,2018-02-15 16:37:52
32,366,11,2018-02-15 16:37:52,2018-02-15 16:38:04
32,366,191,2018-02-15 16:38:04,2018-02-15 17:21:28
32,366,191,2018-02-15 17:21:28,2018-02-15 18:02:30
32,-1,191,2018-02-15 18:02:30,2018-02-15 18:02:46
32,-1,11,2018-02-15 18:02:46,2018-02-15 18:03:24
32,-1,10,2018-02-15 18:03:24,2018-02-15 18:03:45
32,-1,0,2018-02-15 18:03:45,2018-02-15 23:59:59
164,-1,0,2018-02-15 00:00:00,2018-02-15 15:50:08
164,90,0,2018-02-15 15:50:08,2018-02-15 15:50:21
164,90,1,2018-02-15 15:50:21,2018-02-15 15:51:14
164,90,2,2018-02-15 15:51:14,2018-02-15 15:51:23
164,90,14,2018-02-15 15:51:23,2018-02-15 15:51:48
164,90,153,2018-02-15 15:51:48,2018-02-15 16:25:16
164,487,153,2018-02-15 16:25:16,2018-02-15 16:25:55
164,487,154,2018-02-15 16:25:55,2018-02-15 16:43:54
164,45,154,2018-02-15 16:43:54,2018-02-15 16:44:30
164,45,153,2018-02-15 16:44:30,2018-02-15 16:44:52
164,45,14,2018-02-15 16:44:52,2018-02-15 16:45:05
164,45,2,2018-02-15 16:45:05,2018-02-15 16:45:59
164,45,1,2018-02-15 16:45:59,2018-02-15 16:46:10
164,45,0,2018-02-15 16:46:10,2018-02-15 16:46:30
164,45,10,2018-02-15 16:46:30,2018-02-15 16:46:48
164,45,105,2018-02-15 16:46:48,2018-02-15 17:28:05
164,47,105,2018-02-15 17:28:05,2018-02-15 17:28:22
164,47,10,2018-02-15 17:28:22,2018-02-15 17:28:54
164,47,11,2018-02-15 17:28:54,2018-02-15 17:29:18
164,47,12,2018-02-15 17:29:18,2018-02-15 17:29:51
164,47,102,2018-02-15 17:29:51,2018-02-15 18:19:20
164,-1,102,2018-02-15 18:19:20,2018-02-15 18:19:57
164,-1,12,2018-02-15 18:19:57,2018-02-15 18:20:30
164,-1,11,2018-02-15 18:20:30,2018-02-15 18:21:36
164,-1,10,2018-02-15 18:21:36,2018-02-15 18:21:52
164,-1,0,2018-02-15 18:21:52,2018-02-15 23:59:59
174,-1,0,2018-02-15 00:00:00,2018-02-15 13:30:55
174,265,0,2018-02-15 13:30:55,2018-02-15 13:31:13
174,265,10,2018-02-15 13:31:13,2018-02-15 13:31:28
174,265,151,2018-02-15 13:31:28,2018-02-15 13:32:07
174,265,152,2018-02-15 13:32:07,2018-02-15 16:27:43
174,272,152,2018-02-15 16:27:43,2018-02-15 16:28:35
174,272,151,2018-02-15 16:28:35,2018-02-15 16:28:51
174,272,10,2018-02-15 16:28:51,2018-02-15 16:29:20
174,272,11,2018-02-15 16:29:20,2018-02-15 16:29:57
174,272,103,2018-02-15 16:29:57,2018-02-15 17:24:09
174,367,103,2018-02-15 17:24:09,2018-02-15 17:24:46
174,367,11,2018-02-15 17:24:46,2018-02-15 17:25:38
174,367,10,2018-02-15 17:25:38,2018-02-15 17:26:03
174,367,0,2018-02-15 17:26:03,2018-02-15 17:26:15
174,367,1,2018-02-15 17:26:15,2018-02-15 17:26:53
174,367,2,2018-02-15 17:26:53,2018-02-15 17:27:14
174,367,14,2018-02-15 17:27:14,2018-02-15 17:27:33
174,367,153,2018-02-15 17:27:33,2018-02-15 17:28:20
174,367,154,2018-02-15 17:28:20,2018-02-15 17:29:10
174,367,17,2018-02-15 17:29:10,2018-02-15 17:29:44
174,367,122,2018-02-15 17:29:44,2018-02-15 18:00:18
174,0,122,2018-02-15 18:00:18,2018-02-15 18:01:08
174,0,17,2018-02-15 18:01:08,2018-02-15 18:02:01
174,0,154,2018-02-15 18:02:01,2018-02-15 18:02:42
174,0,153,2018-02-15 18:02:42,2018-02-15 18:02:58
174,0,14,2018-02-15 18:02:58,2018-02-15 18:03:13
174,0,2,2018-02-15 18:03:13,2018-02-15 18:04:12
174,0,1,2018-02-15 18:04:12,2018-02-15 18:04:25
174,0,0,2018-02-15 18:04:25,2018-02-15 18:10:55
174,-1,0,2018-02-15 18:10:55,2018-02-15 23:59:59
154,-1,0,2018-02-15 00:00:00,2018-02-15 14:28:19
154,130,0,2018-02-15 14:28:19,2018-02-15 14:28:40
154,130,10,2018-02-15 14:28:40,2018-02-15 14:28:58
154,130,105,2018-02-15 14:28:58,2018-02-15 16:55:00
154,258,105,2018-02-15 16:55:00,2018-02-15 16:55:16
154,258,10,2018-02-15 16:55:16,2018-02-15 16:56:06
154,258,11,2018-02-15 16:56:06,2018-02-15 16:56:23
154,258,191,2018-02-15 16:56:23,2018-02-15 17:48:41
154,0,191,2018-02-15 17:48:41,2018-02-15 17:48:57
154,0,11,2018-02-15 17:48:57,2018-02-15 17:49:35
154,0,10,2018-02-15 17:49:35,2018-02-15 17:49:56
154,0,0,2018-02-15 17:49:56,2018-02-15 17:58:51
154,0,0,2018-02-15 17:58:51,2018-02-15 18:09:00
154,-1,0,2018-02-15 18:09:00,2018-02-15 23:59:59
10,-1,0,2018-02-15 00:00:00,2018-02-15 13:12:56
10,461,0,2018-02-15 13:12:56,2018-02-15 13:13:10
10,461,1,2018-02-15 13:13:10,2018-02-15 13:14:00
10,461,2,2018-02-15 13:14:00,2018-02-15 13:14:17
10,461,14,2018-02-15 13:14:17,2018-02-15 13:15:07
10,461,15,2018-02-15 13:15:07,2018-02-15 13:15:21
10,461,192,2018-02-15 13:15:21,2018-02-15 16:47:02
10,271,192,2018-02-15 16:47:02,2018-02-15 16:47:17
10,271,15,2018-02-15 16:47:17,2018-02-15 16:47:50
10,271,16,2018-02-15 16:47:50,2018-02-15 16:48:36
10,271,17,2018-02-15 16:48:36,2018-02-15 16:49:04
10,271,121,2018-02-15 16:49:04,2018-02-15 17:25:16
10,157,121,2018-02-15 17:25:16,2018-02-15 17:25:46
10,157,17,2018-02-15 17:25:46,2018-02-15 17:26:16
10,157,154,2018-02-15 17:26:16,2018-02-15 17:26:58
10,157,153,2018-02-15 17:26:58,2018-02-15 17:27:22
10,157,14,2018-02-15 17:27:22,2018-02-15 17:27:43
10,157,2,2018-02-15 17:27:43,2018-02-15 17:28:33
10,157,1,2018-02-15 17:28:33,2018-02-15 17:28:43
10,157,0,2018-02-15 17:28:43,2018-02-15 17:29:06
10,157,10,2018-02-15 17:29:06,2018-02-15 17:29:59
10,157,11,2018-02-15 17:29:59,2018-02-15 17:30:12
10,157,191,2018-02-15 17:30:12,2018-02-15 18:14:03
10,0,191,2018-02-15 18:14:03,2018-02-15 18:14:19
10,0,11,2018-02-15 18:14:19,2018-02-15 18:14:57
10,0,10,2018-02-15 18:14:57,2018-02-15 18:15:18
10,0,0,2018-02-15 18:15:18,2018-02-15 18:24:39
10,-1,0,2018-02-15 18:24:39,2018-02-15 23:59:59
158,-1,0,2018-02-15 00:00:00,2018-02-15 13:51:12
158,183,0,2018-02-15 13:51:12,2018-02-15 13:51:34
158,183,10,2018-02-15 13:51:34,2018-02-15 13:51:49
158,183,151,2018-02-15 13:51:49,2018-02-15 16:05:36
158,401,151,2018-02-15 16:05:36,2018-02-15 16:06:26
158,401,152,2018-02-15 16:06:26,2018-02-15 16:53:29
158,47,152,2018-02-15 16:53:29,2018-02-15 16:54:05
158,47,13,2018-02-15 16:54:05,2018-02-15 16:54:38
158,47,12,2018-02-15 16:54:38,2018-02-15 16:54:58
158,47,102,2018-02-15 16:54:58,2018-02-15 17:37:40
158,225,102,2018-02-15 17:37:40,2018-02-15 17:38:08
158,225,12,2018-02-15 17:38:08,2018-02-15 17:38:35
158,225,11,2018-02-15 17:38:35,2018-02-15 17:39:23
158,225,10,2018-02-15 17:39:23,2018-02-15 17:39:40
158,225,105,2018-02-15 17:39:40,2018-02-15 18:14:27
158,-1,105,2018-02-15 18:14:27,2018-02-15 18:14:45
158,-1,10,2018-02-15 18:14:45,2018-02-15 18:15:09
158,-1,0,2018-02-15 18:15:09,2018-02-15 23:59:59
33,-1,0,2018-02-15 00:00:00,2018-02-15 13:57:58
33,224,0,2018-02-15 13:57:58,2018-02-15 13:58:20
33,224,10,2018-02-15 13:58:20,2018-02-15 13:58:35
33,224,151,2018-02-15 13:58:35,2018-02-15 16:01:52
33,0,151,2018-02-15 16:01:52,2018-02-15 16:02:09
33,0,10,2018-02-15 16:02:09,2018-02-15 16:02:27
33,0,0,2018-02-15 16:02:27,2018-02-15 16:12:20
33,0,0,2018-02-15 16:12:20,2018-02-15 16:23:06
33,281,0,2018-02-15 16:23:06,2018-02-15 16:23:20
33,281,1,2018-02-15 16:23:20,2018-02-15 16:24:10
33,281,2,2018-02-15 16:24:10,2018-02-15 16:24:27
33,281,14,2018-02-15 16:24:27,2018-02-15 16:25:17
33,281,15,2018-02-15 16:25:17,2018-02-15 16:25:31
33,281,192,2018-02-15 16:25:31,2018-02-15 16:48:18
33,460,192,2018-02-15 16:48:18,2018-02-15 16:48:31
33,460,15,2018-02-15 16:48:31,2018-02-15 16:49:03
33,460,16,2018-02-15 16:49:03,2018-02-15 16:49:42
33,460,17,2018-02-15 16:49:42,2018-02-15 16:50:12
33,460,122,2018-02-15 16:50:12,2018-02-15 17:36:18
33,334,122,2018-02-15 17:36:18,2018-02-15 17:36:57
33,334,17,2018-02-15 17:36:57,2018-02-15 17:37:54
33,334,154,2018-02-15 17:37:54,2018-02-15 17:38:28
33,334,153,2018-02-15 17:38:28,2018-02-15 17:38:44
33,334,14,2018-02-15 17:38:44,2018-02-15 17:39:03
33,334,2,2018-02-15 17:39:03,2018-02-15 17:40:03
33,334,1,2018-02-15 17:40:03,2018-02-15 17:40:13
33,334,0,2018-02-15 17:40:13,2018-02-15 17:40:35
33,334,10,2018-02-15 17:40:35,2018-02-15 17:40:52
33,334,105,2018-02-15 17:40:52,2018-02-15 18:10:19
33,0,105,2018-02-15 18:10:19,2018-02-15 18:10:37
33,0,10,2018-02-15 18:10:37,2018-02-15 18:11:01
33,0,0,2018-02-15 18:11:01,2018-02-15 18:20:49
33,-1,0,2018-02-15 18:20:49,2018-02-15 23:59:59
184,-1,0,2018-02-15 00:00:00,2018-02-15 12:23:39
184,251,0,2018-02-15 12:23:39,2018-02-15 12:23:52
184,251,1,2018-02-15 12:23:52,2018-02-15 12:24:45
184,251,2,2018-02-15 12:24:45,2018-02-15 12:24:54
184,251,14,2018-02-15 12:24:54,2018-02-15 12:25:19
184,251,153,2018-02-15 12:25:19,2018-02-15 14:16:18
184,216,153,2018-02-15 14:16:18,2018-02-15 15:22:44
184,348,153,2018-02-15 15:22:44,2018-02-15 15:23:04
184,348,14,2018-02-15 15:23:04,2018-02-15 15:23:17
184,348,2,2018-02-15 15:23:17,2018-02-15 15:24:00
184,348,1,2018-02-15 15:24:00,2018-02-15 15:24:08
184,348,0,2018-02-15 15:24:08,2018-02-15 15:24:30
184,348,10,2018-02-15 15:24:30,2018-02-15 15:24:50
184,348,151,2018-02-15 15:24:50,2018-02-15 15:25:33
184,348,152,2018-02-15 15:25:33,2018-02-15 16:14:33
184,318,152,2018-02-15 16:14:33,2018-02-15 16:15:03
184,318,151,2018-02-15 16:15:03,2018-02-15 16:35:37
184,174,151,2018-02-15 16:35:37,2018-02-15 16:35:56
184,174,152,2018-02-15 16:35:56,2018-02-15 16:36:44
184,174,13,2018-02-15 16:36:44,2018-02-15 16:37:13
184,174,101,2018-02-15 16:37:13,2018-02-15 17:25:13
184,225,101,2018-02-15 17:25:13,2018-02-15 17:25:33
184,225,13,2018-02-15 17:25:33,2018-02-15 17:26:03
184,225,152,2018-02-15 17:26:03,2018-02-15 17:26:39
184,225,151,2018-02-15 17:26:39,2018-02-15 17:26:54
184,225,10,2018-02-15 17:26:54,2018-02-15 17:27:09
184,225,105,2018-02-15 17:27:09,2018-02-15 18:01:56
184,-1,105,2018-02-15 18:01:56,2018-02-15 18:02:14
184,-1,10,2018-02-15 18:02:14,2018-02-15 18:02:38
184,-1,0,2018-02-15 18:02:38,2018-02-15 23:59:59
151,-1,0,2018-02-15 00:00:00,2018-02-15 14:03:33
151,398,0,2018-02-15 14:03:33,2018-02-15 14:03:43
151,398,1,2018-02-15 14:03:43,2018-02-15 14:04:39
151,398,2,2018-02-15 14:04:39,2018-02-15 14:04:54
151,398,14,2018-02-15 14:04:54,2018-02-15 14:05:19
151,398,153,2018-02-15 14:05:19,2018-02-15 14:06:06
151,398,154,2018-02-15 14:06:06,2018-02-15 16:12:48
151,268,154,2018-02-15 16:12:48,2018-02-15 16:13:36
151,268,153,2018-02-15 16:13:36,2018-02-15 16:13:54
151,268,14,2018-02-15 16:13:54,2018-02-15 16:14:11
151,268,2,2018-02-15 16:14:11,2018-02-15 16:15:12
151,268,1,2018-02-15 16:15:12,2018-02-15 16:15:23
151,268,0,2018-02-15 16:15:23,2018-02-15 16:15:46
151,268,10,2018-02-15 16:15:46,2018-02-15 16:15:59
151,268,151,2018-02-15 16:15:59,2018-02-15 17:14:36
151,300,151,2018-02-15 17:14:36,2018-02-15 17:14:48
151,300,10,2018-02-15 17:14:48,2018-02-15 17:15:15
151,300,0,2018-02-15 17:15:15,2018-02-15 17:15:21
151,300,1,2018-02-15 17:15:21,2018-02-15 17:15:55
151,300,2,2018-02-15 17:15:55,2018-02-15 17:16:13
151,300,14,2018-02-15 17:16:13,2018-02-15 17:16:28
151,300,153,2018-02-15 17:16:28,2018-02-15 17:16:59
151,300,154,2018-02-15 17:16:59,2018-02-15 17:18:04
151,300,17,2018-02-15 17:18:04,2018-02-15 17:18:34
151,300,121,2018-02-15 17:18:34,2018-02-15 18:10:05
151,-1,121,2018-02-15 18:10:05,2018-02-15 18:10:36
151,-1,17,2018-02-15 18:10:36,2018-02-15 18:11:19
151,-1,154,2018-02-15 18:11:19,2018-02-15 18:11:55
151,-1,153,2018-02-15 18:11:55,2018-02-15 18:12:14
151,-1,14,2018-02-15 18:12:14,2018-02-15 18:12:28
151,-1,2,2018-02-15 18:12:28,2018-02-15 18:13:08
151,-1,1,2018-02-15 18:13:08,2018-02-15 18:13:18
151,-1,0,2018-02-15 18:13:18,2018-02-15 23:59:59
127,-1,0,2018-02-15 00:00:00,2018-02-15 12:18:39
127,123,0,2018-02-15 12:18:39,2018-02-15 12:18:57
127,123,10,2018-02-15 12:18:57,2018-02-15 12:19:12
127,123,151,2018-02-15 12:19:12,2018-02-15 12:19:51
127,123,152,2018-02-15 12:19:51,2018-02-15 14:27:43
127,251,152,2018-02-15 14:27:43,2018-02-15 14:28:33
127,251,151,2018-02-15 14:28:33,2018-02-15 14:28:49
127,251,10,2018-02-15 14:28:49,2018-02-15 14:29:14
127,251,0,2018-02-15 14:29:14,2018-02-15 14:29:24
127,251,1,2018-02-15 14:29:24,2018-02-15 14:30:22
127,251,2,2018-02-15 14:30:22,2018-02-15 14:30:37
127,251,14,2018-02-15 14:30:37,2018-02-15 14:30:51
127,251,153,2018-02-15 14:30:51,2018-02-15 16:47:18
127,34,153,2018-02-15 16:47:18,2018-02-15 16:47:47
127,34,14,2018-02-15 16:47:47,2018-02-15 16:48:02
127,34,2,2018-02-15 16:48:02,2018-02-15 16:48:51
